大创,,,,,,,,,,,,
项目编号,项目名称,项目类型,所属学校,项目期限,所属一级学科,所属二级学科,项目级别,,,,
202210289165H,社会知识增强的基于协同过滤的个性化搜索与推荐系统,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,自动化类,省级(校企)
202210289050Z,肾清除型染料修饰的银纳米颗粒检测体内硫醇,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,理学,化学类,国家级
202210289123Y,生态城市视角下的景观疗愈建筑设计研究,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,建筑类,省级
202210289124Y,生物质活性炭氮掺杂及CO2吸附捕集,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,理学,化学类,省级
202210289125Y,生物质衍生碳复合材料的可控制备及其电化学性能研究,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,材料类,省级
202210289051Z,诗意图文匹配,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,计算机类,国家级
202210289126Y,狮群优化算法研究及应用,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,计算机类,省级
202210289052Z,室内智能轮椅的研究与开发,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,计算机类,国家级
202210289053Z,数字经济视阈下中国企业如何实现“从制造到智造”的华丽转身？——基于长三角308家企业的深度调查,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,经济学,经济学类,国家级
202210289054Z,双推进模式仿生鱼研发,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,机械类,国家级
202210289127Y,水泥固化钙质砂效果电阻率评价研究,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,土木类,省级
202210289166H,水下机器人-人工侧线仿生感知系统,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,自动化类,省级(校企)
202210289128Y,宿主ESCRT途径相关因子在家蚕核型多角体病毒出芽释放中的作用,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,理学,生物科学类,省级
202210289055Z,钛产业含钒尾渣有价组分梯级分离及利用,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,环境科学与工程类,国家级
202210289129Y,钛合金激光电弧复合增材制造及组织性能研究,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,材料类,省级
202210289167H,钛件无氟无钯化学镀超疏水镍层及焊锡性能保护技术开发,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,材料类,省级(校企)
202210289056Z,碳溶胶增强纳米复合涂层的可控制备和沉积机制研究,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,材料类,国家级
202210289130Y,体教融合背景下高校大学生体育价值观特征、影响因素及培养对策的研究,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,教育学,体育学类,省级
202210289057Z,铁和钛骨架掺杂的MFI分子筛原位合成及协同催化苯羟基化反应研究,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,化工与制药类,国家级
202210289131Y,停止表面等离激元的场增强,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,理学,物理学类,省级
202210289132Y,文化IP传播策略研究——以冰墩墩为例,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,文学,新闻传播学类,省级
202210289058Z,文化创意产品供应链电商平台的运营模式研究,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,管理学,工商管理类,国家级
202210289168H,我国游艇业安全管理法规的现状和改进策略研究,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,法学,法学类,省级(校企)
202210289169H,我国游艇暂行检验规定（2013）修订的行业调查分析,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,海洋工程类,省级(校企)
202210289170H,无缝钢管协会平台网站建设,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,管理学,管理科学与工程类,省级(校企)
202210289059Z,系统协同视域下乡村振兴战略研究—以江苏省镇江市为例,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,经济学,经济学类,国家级
202210289133Y,新冠快识----基于深度学习的COVID-19胸片快速诊断识别系统,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,计算机类,省级
202210289134Y,新媒体时代健身APP应用优化与升级对策研究——以keep为例,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,教育学,体育学类,省级
202210289060Z,新维多利亚济贫院小说的新历史主义批评,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,文学,外国语言文学类,国家级
202210289135Y,新型钢结构装配式建筑节点性能研究,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,建筑类,省级
202210289061Z,新型航行辅助设备之 小型拖曳式船载系留气球设计,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,航空航天类,国家级
202210289062Z,新型六足爬行/球形翻滚仿生机器人,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,机械类,国家级
202210289063Z,新型水下波动推进仿生机器人设计及其制作,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,机械类,国家级
